incident_id,timestamp,incidents_type,severity,category,status,description
INC-1852,2025-07-16 20:07:04,Phishing,High,DDoS,In Progress,Synthetic incident description #852
INC-1853,2025-11-05 01:01:34,Insider Threat,Medium,Malware,In Progress,Synthetic incident description #853
INC-1854,2025-03-15 07:34:28,Insider Threat,Critical,Insider Threat,Resolved,Synthetic incident description #854
INC-1855,2025-09-16 01:46:00,Phishing,High,DDoS,Resolved,Synthetic incident description #855
INC-1856,2025-12-03 16:55:24,Malware,Critical,Malware,Open,Synthetic incident description #856
INC-1857,2025-10-14 21:44:00,Misconfiguration,High,Phishing,In Progress,Synthetic incident description #857
INC-1858,2025-08-22 22:44:31,Malware,Critical,Insider Threat,Closed,Synthetic incident description #858
INC-1859,2025-07-23 10:51:25,Insider Threat,Low,Insider Threat,In Progress,Synthetic incident description #859
INC-1860,2025-11-12 01:47:46,Misconfiguration,High,Malware,Open,Synthetic incident description #860
INC-1861,2025-04-19 09:15:31,Malware,Critical,Phishing,Open,Synthetic incident description #861
INC-1862,2025-06-30 16:07:43,Insider Threat,Critical,Insider Threat,Open,Synthetic incident description #862
INC-1863,2025-05-15 08:56:50,Misconfiguration,Critical,Misconfiguration,Closed,Synthetic incident description #863
INC-1864,2025-08-26 12:50:10,Misconfiguration,Medium,DDoS,Closed,Synthetic incident description #864
INC-1865,2025-02-02 10:11:38,Malware,High,Phishing,Closed,Synthetic incident description #865
INC-1866,2025-02-20 20:40:56,Phishing,Low,DDoS,Open,Synthetic incident description #866
INC-1867,2025-09-19 11:08:03,Phishing,High,DDoS,Resolved,Synthetic incident description #867
INC-1868,2025-05-08 02:28:32,Misconfiguration,Medium,Malware,Closed,Synthetic incident description #868
INC-1869,2025-02-01 14:22:38,DDoS,Critical,Insider Threat,Resolved,Synthetic incident description #869
INC-1870,2025-02-01 15:25:39,DDoS,Critical,Misconfiguration,In Progress,Synthetic incident description #870
INC-1871,2025-06-13 05:50:47,Malware,Medium,Misconfiguration,Closed,Synthetic incident description #871
INC-1872,2025-08-07 13:52:29,Insider Threat,High,Malware,In Progress,Synthetic incident description #872
INC-1873,2025-02-11 20:54:12,DDoS,High,Insider Threat,Open,Synthetic incident description #873
INC-1874,2025-06-21 08:19:41,Misconfiguration,Critical,Phishing,Closed,Synthetic incident description #874
INC-1875,2025-05-18 12:00:21,Insider Threat,Medium,Malware,In Progress,Synthetic incident description #875
INC-1876,2025-01-28 11:00:41,Phishing,Low,Insider Threat,In Progress,Synthetic incident description #876
INC-1877,2025-01-06 18:04:05,Phishing,Medium,Misconfiguration,Open,Synthetic incident description #877
INC-1878,2025-10-16 12:21:51,Insider Threat,High,Phishing,Resolved,Synthetic incident description #878
INC-1879,2025-05-05 08:30:29,Misconfiguration,High,DDoS,Closed,Synthetic incident description #879
INC-1880,2025-09-14 18:36:02,Malware,Low,DDoS,Closed,Synthetic incident description #880
INC-1881,2025-06-18 00:59:36,Misconfiguration,Critical,Misconfiguration,Resolved,Synthetic incident description #881
INC-1882,2025-07-25 00:15:01,DDoS,High,DDoS,Resolved,Synthetic incident description #882
INC-1883,2025-10-02 00:31:54,Malware,Critical,Malware,Resolved,Synthetic incident description #883
INC-1884,2024-12-20 05:36:16,Misconfiguration,High,Phishing,Open,Synthetic incident description #884
INC-1885,2025-02-17 13:04:14,Insider Threat,Low,Misconfiguration,Closed,Synthetic incident description #885
INC-1886,2025-04-25 08:49:50,Malware,Medium,Malware,Open,Synthetic incident description #886
INC-1887,2025-11-04 03:25:28,DDoS,High,DDoS,In Progress,Synthetic incident description #887
INC-1888,2024-12-16 03:42:25,Phishing,Medium,DDoS,In Progress,Synthetic incident description #888
INC-1889,2025-05-11 16:12:42,Insider Threat,High,Malware,Closed,Synthetic incident description #889
INC-1890,2025-10-31 12:36:24,Malware,Medium,Malware,Resolved,Synthetic incident description #890
INC-1891,2025-08-11 22:33:47,DDoS,Low,Malware,In Progress,Synthetic incident description #891
INC-1892,2025-10-14 05:32:27,DDoS,High,Malware,In Progress,Synthetic incident description #892
INC-1893,2025-07-10 08:45:38,Insider Threat,High,DDoS,Resolved,Synthetic incident description #893
INC-1894,2025-01-28 22:06:45,Phishing,Medium,Insider Threat,Open,Synthetic incident description #894
INC-1895,2025-06-22 04:12:41,Phishing,Critical,DDoS,Closed,Synthetic incident description #895
INC-1896,2025-10-25 18:02:04,Malware,High,Phishing,Open,Synthetic incident description #896
INC-1897,2025-07-09 20:12:11,Misconfiguration,High,Insider Threat,Closed,Synthetic incident description #897
INC-1898,2025-06-07 10:58:29,Misconfiguration,Low,Malware,Resolved,Synthetic incident description #898
INC-1899,2025-04-23 18:34:54,Malware,High,Misconfiguration,Resolved,Synthetic incident description #899
INC-1900,2025-03-17 19:38:06,Phishing,Low,Malware,Closed,Synthetic incident description #900
INC-1901,2025-02-16 20:45:50,Insider Threat,High,Malware,Open,Synthetic incident description #901
INC-1902,2025-06-05 00:52:12,Insider Threat,High,Phishing,Open,Synthetic incident description #902
INC-1903,2025-10-04 06:52:06,Misconfiguration,Medium,Insider Threat,Resolved,Synthetic incident description #903
INC-1904,2025-04-19 09:36:01,Misconfiguration,Low,Insider Threat,Resolved,Synthetic incident description #904
INC-1905,2025-03-05 11:40:21,Misconfiguration,Low,Phishing,Resolved,Synthetic incident description #905
INC-1906,2025-07-16 19:43:20,DDoS,Critical,Insider Threat,Resolved,Synthetic incident description #906
INC-1907,2025-10-29 21:17:02,DDoS,Critical,Phishing,Open,Synthetic incident description #907
INC-1908,2025-11-05 01:08:05,DDoS,Critical,Malware,In Progress,Synthetic incident description #908
INC-1909,2025-11-19 03:57:32,Phishing,High,Malware,Open,Synthetic incident description #909
INC-1910,2025-01-06 10:09:38,DDoS,Low,Insider Threat,Closed,Synthetic incident description #910
INC-1911,2025-04-20 02:38:25,Phishing,High,Phishing,Resolved,Synthetic incident description #911
INC-1912,2025-02-16 13:49:47,DDoS,High,Malware,Open,Synthetic incident description #912
INC-1913,2025-05-23 20:18:27,Insider Threat,Critical,Phishing,Resolved,Synthetic incident description #913
INC-1914,2025-04-26 11:32:40,Phishing,High,Phishing,In Progress,Synthetic incident description #914
INC-1915,2025-07-08 22:24:26,Malware,Medium,Misconfiguration,Open,Synthetic incident description #915
INC-1916,2025-11-27 22:39:04,DDoS,High,Insider Threat,In Progress,Synthetic incident description #916
INC-1917,2025-05-17 14:55:32,Phishing,Medium,Malware,Resolved,Synthetic incident description #917
INC-1918,2025-03-15 08:47:55,Insider Threat,Medium,Insider Threat,Resolved,Synthetic incident description #918
INC-1919,2025-10-19 05:16:40,Insider Threat,Low,Malware,In Progress,Synthetic incident description #919
INC-1920,2025-02-17 09:22:33,Misconfiguration,Low,Insider Threat,Open,Synthetic incident description #920
INC-1921,2025-05-05 10:44:55,Malware,Medium,Malware,Resolved,Synthetic incident description #921
INC-1922,2025-01-25 13:21:47,Insider Threat,High,Misconfiguration,Closed,Synthetic incident description #922
INC-1923,2025-10-12 11:05:46,Malware,Medium,Insider Threat,Open,Synthetic incident description #923
INC-1924,2025-11-10 11:02:17,Misconfiguration,Medium,Phishing,In Progress,Synthetic incident description #924
INC-1925,2025-02-01 09:28:51,Insider Threat,Critical,Misconfiguration,Open,Synthetic incident description #925
INC-1926,2025-10-06 19:56:11,Insider Threat,Medium,Phishing,In Progress,Synthetic incident description #926
INC-1927,2025-07-11 09:24:35,Misconfiguration,Critical,DDoS,In Progress,Synthetic incident description #927
INC-1928,2025-02-16 05:02:30,DDoS,High,Misconfiguration,Resolved,Synthetic incident description #928
INC-1929,2025-08-10 19:46:35,Malware,Low,Phishing,Closed,Synthetic incident description #929
INC-1930,2025-10-05 03:46:53,Malware,High,Misconfiguration,Resolved,Synthetic incident description #930
INC-1931,2025-02-23 06:55:19,Misconfiguration,High,DDoS,Closed,Synthetic incident description #931
INC-1932,2025-09-01 12:43:59,Misconfiguration,Critical,Malware,Closed,Synthetic incident description #932
INC-1933,2025-07-19 17:14:18,Phishing,High,Insider Threat,Open,Synthetic incident description #933
INC-1934,2025-09-18 05:08:08,Malware,Critical,Malware,In Progress,Synthetic incident description #934
INC-1935,2025-03-16 19:06:26,DDoS,High,Insider Threat,Open,Synthetic incident description #935
INC-1936,2025-07-03 09:49:20,Phishing,Medium,DDoS,Resolved,Synthetic incident description #936
INC-1937,2025-08-09 01:53:46,Insider Threat,Low,DDoS,Resolved,Synthetic incident description #937
INC-1938,2025-11-19 22:21:11,Misconfiguration,High,Phishing,Open,Synthetic incident description #938
INC-1939,2025-02-21 05:32:02,Malware,High,Insider Threat,Open,Synthetic incident description #939
INC-1940,2025-07-08 08:11:00,Misconfiguration,Critical,Phishing,Open,Synthetic incident description #940
INC-1941,2024-12-23 23:16:49,Insider Threat,Critical,DDoS,Closed,Synthetic incident description #941
INC-1942,2025-06-15 00:23:01,Phishing,Low,Insider Threat,Open,Synthetic incident description #942
INC-1943,2025-02-07 22:53:31,Phishing,High,Malware,Open,Synthetic incident description #943
INC-1944,2025-03-14 21:25:58,DDoS,Medium,Malware,Closed,Synthetic incident description #944
INC-1945,2025-06-28 07:01:34,Phishing,High,Insider Threat,Resolved,Synthetic incident description #945
INC-1946,2025-07-16 22:20:28,Malware,Low,Insider Threat,Open,Synthetic incident description #946
INC-1947,2025-06-11 14:50:10,Malware,Critical,Insider Threat,Resolved,Synthetic incident description #947
INC-1948,2025-04-07 14:54:44,Insider Threat,High,Insider Threat,In Progress,Synthetic incident description #948
INC-1949,2025-01-17 00:29:34,Phishing,High,DDoS,In Progress,Synthetic incident description #949
INC-1950,2025-11-14 01:19:51,Insider Threat,Low,Misconfiguration,Open,Synthetic incident description #950
INC-1951,2025-12-07 10:04:40,Malware,Critical,Phishing,Open,Synthetic incident description #951
INC-1952,2025-08-04 16:29:00,Malware,Low,Insider Threat,Open,Synthetic incident description #952
INC-1953,2025-01-18 01:14:06,Malware,Critical,DDoS,In Progress,Synthetic incident description #953
INC-1954,2025-10-20 10:38:12,Insider Threat,Critical,DDoS,Resolved,Synthetic incident description #954
INC-1955,2025-09-05 11:25:07,DDoS,Low,Phishing,Resolved,Synthetic incident description #955
INC-1956,2025-07-06 19:32:37,Phishing,Critical,Misconfiguration,Resolved,Synthetic incident description #956
INC-1957,2025-07-02 07:05:22,Malware,Critical,Misconfiguration,Open,Synthetic incident description #957
INC-1958,2024-12-30 14:18:53,Phishing,Low,Malware,Closed,Synthetic incident description #958
INC-1959,2025-10-15 20:20:23,Insider Threat,Critical,Misconfiguration,Open,Synthetic incident description #959
INC-1960,2025-01-25 22:43:36,Phishing,Low,Malware,Resolved,Synthetic incident description #960
INC-1961,2025-04-18 23:40:44,Misconfiguration,Critical,Phishing,Closed,Synthetic incident description #961
INC-1962,2025-07-11 00:21:25,Malware,Low,Phishing,Closed,Synthetic incident description #962
INC-1963,2025-10-13 17:11:52,Phishing,Critical,Misconfiguration,Resolved,Synthetic incident description #963
INC-1964,2025-08-29 19:22:29,Malware,Medium,Malware,Closed,Synthetic incident description #964
INC-1965,2025-11-02 21:09:15,Insider Threat,Medium,Phishing,In Progress,Synthetic incident description #965
INC-1966,2025-10-26 20:39:42,Misconfiguration,Low,Phishing,In Progress,Synthetic incident description #966
INC-1967,2024-12-16 19:38:10,Malware,High,Malware,Closed,Synthetic incident description #967
INC-1968,2025-07-01 06:38:55,DDoS,Critical,Phishing,Open,Synthetic incident description #968
INC-1969,2025-12-03 11:09:05,Misconfiguration,Medium,DDoS,In Progress,Synthetic incident description #969
INC-1970,2025-04-06 09:30:51,Insider Threat,Low,DDoS,Resolved,Synthetic incident description #970
INC-1971,2024-12-30 10:17:06,DDoS,High,Malware,Closed,Synthetic incident description #971
INC-1972,2025-01-03 16:49:59,Misconfiguration,Low,Insider Threat,Closed,Synthetic incident description #972
INC-1973,2025-09-26 10:10:18,DDoS,Critical,Misconfiguration,Closed,Synthetic incident description #973
INC-1974,2025-12-06 03:30:56,Phishing,Critical,Insider Threat,In Progress,Synthetic incident description #974
INC-1975,2025-06-08 05:33:44,Malware,Critical,DDoS,Resolved,Synthetic incident description #975
INC-1976,2025-02-04 01:51:19,DDoS,High,Misconfiguration,Resolved,Synthetic incident description #976
INC-1977,2025-04-01 10:02:46,DDoS,Critical,DDoS,Resolved,Synthetic incident description #977
INC-1978,2025-08-28 23:24:03,Phishing,Low,Malware,Resolved,Synthetic incident description #978
INC-1979,2025-06-24 07:25:59,Misconfiguration,Critical,DDoS,Closed,Synthetic incident description #979
INC-1980,2025-09-26 00:53:39,DDoS,Low,Malware,Open,Synthetic incident description #980
INC-1981,2025-02-26 10:31:02,Misconfiguration,Medium,DDoS,In Progress,Synthetic incident description #981
INC-1982,2025-11-27 07:37:03,DDoS,High,DDoS,In Progress,Synthetic incident description #982
INC-1983,2025-03-31 00:01:24,Insider Threat,Medium,Phishing,In Progress,Synthetic incident description #983
INC-1984,2025-06-26 03:34:41,Malware,Medium,Insider Threat,Resolved,Synthetic incident description #984
INC-1985,2025-02-19 01:07:05,Malware,Low,Insider Threat,Resolved,Synthetic incident description #985
INC-1986,2025-07-21 18:04:39,Misconfiguration,Low,Phishing,Open,Synthetic incident description #986
INC-1987,2025-06-16 21:24:36,Malware,Critical,Phishing,Resolved,Synthetic incident description #987
INC-1988,2025-07-14 19:24:52,Insider Threat,Low,Misconfiguration,Closed,Synthetic incident description #988
INC-1989,2024-12-23 19:02:12,Malware,Critical,DDoS,Open,Synthetic incident description #989
INC-1990,2024-12-15 09:10:53,Phishing,Critical,Insider Threat,Closed,Synthetic incident description #990
INC-1991,2025-01-26 08:16:35,Insider Threat,High,Misconfiguration,In Progress,Synthetic incident description #991
INC-1992,2025-04-20 12:55:22,Malware,Low,DDoS,In Progress,Synthetic incident description #992
INC-1993,2025-09-21 09:20:19,Insider Threat,Medium,Phishing,In Progress,Synthetic incident description #993
INC-1994,2025-01-15 21:53:15,Malware,High,Malware,Open,Synthetic incident description #994
INC-1995,2025-02-10 06:12:57,DDoS,Critical,Phishing,Resolved,Synthetic incident description #995
INC-1996,2025-11-27 04:51:35,Insider Threat,High,DDoS,In Progress,Synthetic incident description #996
INC-1997,2024-12-18 08:55:08,Malware,Critical,Misconfiguration,Resolved,Synthetic incident description #997
INC-1998,2025-03-24 03:55:43,Misconfiguration,Medium,DDoS,Closed,Synthetic incident description #998
INC-1999,2025-05-19 04:31:46,DDoS,Medium,Malware,Resolved,Synthetic incident description #999
