ticket_id,priority,description,status,assigned_to,created_at,resolution_time_hours
TCK-2989,Low,Synthetic IT ticket #989,Open,analyst2,2025-12-05,192
TCK-2990,Medium,Synthetic IT ticket #990,Resolved,analyst2,2025-04-19,130
TCK-2991,Medium,Synthetic IT ticket #991,Open,data_scientist,2025-06-02,69
TCK-2992,Critical,Synthetic IT ticket #992,Assigned,analyst2,2025-04-08,165
TCK-2993,Critical,Synthetic IT ticket #993,In Progress,cyber_admin,2025-07-05,204
TCK-2994,Low,Synthetic IT ticket #994,Open,cyber_admin,2025-06-13,109
TCK-2995,Critical,Synthetic IT ticket #995,Closed,analyst2,2025-06-23,20
TCK-2996,Critical,Synthetic IT ticket #996,Resolved,cyber_admin,2025-12-08,18
TCK-2997,Medium,Synthetic IT ticket #997,Assigned,it_admin,2025-05-13,85
TCK-2998,Medium,Synthetic IT ticket #998,Open,it_admin,2025-09-20,19
TCK-2999,High,Synthetic IT ticket #999,Closed,data_scientist,2025-11-05,139
